date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-11-14,Los Angeles Lakers @ New Orleans Pelicans,209.5,NO,45,45,222.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (98.5) | Good buffer (15.2 pts above minimum)
2025-11-14,Los Angeles Clippers @ Dallas Mavericks,205.5,NO,35,35,260.0,True,SKIPPED,Above average pace (99.6) | Good buffer (15.2 pts above minimum) | Both teams rested (2+ days)
2025-11-14,Sacramento Kings @ Minnesota Timberwolves,219.0,MAYBE,74,74,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Sacramento Kings hot (WARM)
2025-11-14,Charlotte Hornets @ Milwaukee Bucks,220.5,MAYBE,77,77,281.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (99.9) | Charlotte Hornets hot (WARM)
2025-11-14,Portland Trail Blazers @ Houston Rockets,231.0,YES,95,95,256.0,True,WIN,Elite offense (avg ORtg: 121.8) | Fast pace (100.2) | Both teams hot (WARM/HOT)
2025-11-14,Philadelphia 76ers @ Detroit Pistons,222.5,YES,87,87,219.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Philadelphia 76ers hot (HOT)
2025-11-14,Brooklyn Nets @ Orlando Magic,209.5,NO,65,65,203.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Above average pace (99.5) | Both teams hot (WARM/HOT)
2025-11-14,Miami Heat @ New York Knicks,232.5,MAYBE,72,72,272.0,True,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-11-14,Miami Heat @ New York Knicks,232.5,MAYBE,72,72,272.0,True,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-11-14,Golden State Warriors @ San Antonio Spurs,218.5,MAYBE,73,73,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.0) | Above average pace (99.8) | Both teams neutral form
2025-11-14,Philadelphia 76ers @ Detroit Pistons,222.5,YES,87,87,219.0,False,LOSS,Elite offense (avg ORtg: 117.3) | Fast pace (100.3) | Philadelphia 76ers hot (HOT)
2025-11-14,Portland Trail Blazers @ Houston Rockets,231.0,YES,95,95,256.0,True,WIN,Elite offense (avg ORtg: 121.8) | Fast pace (100.2) | Both teams hot (WARM/HOT)
2025-11-14,Brooklyn Nets @ Orlando Magic,209.5,NO,65,65,203.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Above average pace (99.5) | Both teams hot (WARM/HOT)
2025-11-14,Sacramento Kings @ Minnesota Timberwolves,219.0,MAYBE,74,74,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.5) | Sacramento Kings hot (WARM)
2025-11-14,Los Angeles Lakers @ New Orleans Pelicans,209.5,NO,45,45,222.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (98.5) | Good buffer (15.2 pts above minimum)
2025-11-14,Los Angeles Clippers @ Dallas Mavericks,205.5,NO,35,35,260.0,True,SKIPPED,Above average pace (99.6) | Good buffer (15.2 pts above minimum) | Both teams rested (2+ days)
2025-11-14,Golden State Warriors @ San Antonio Spurs,218.5,MAYBE,73,73,217.0,False,SKIPPED,Elite offense (avg ORtg: 116.0) | Above average pace (99.8) | Both teams neutral form
2025-11-14,Charlotte Hornets @ Milwaukee Bucks,220.5,MAYBE,77,77,281.0,True,SKIPPED,Elite offense (avg ORtg: 117.0) | Above average pace (99.9) | Charlotte Hornets hot (WARM)
2025-11-07,Charlotte Hornets @ Miami Heat,227.5,YES,87,87,234.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (102.5) | Charlotte Hornets hot (WARM)
2025-11-07,Chicago Bulls @ Milwaukee Bucks,222.0,YES,83,83,236.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Both teams neutral form
2025-11-07,Utah Jazz @ Minnesota Timberwolves,222.0,YES,87,87,234.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.8) | Utah Jazz hot (HOT)
2025-11-07,Dallas Mavericks @ Memphis Grizzlies,206.0,NO,57,57,222.0,True,SKIPPED,Fast pace (102.6) | Memphis Grizzlies hot (HOT) | Good buffer (15.1 pts above minimum)
2025-11-07,Houston Rockets @ San Antonio Spurs,229.0,MAYBE,74,74,231.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (98.4) | Houston Rockets hot (HOT)
2025-11-07,Detroit Pistons @ Brooklyn Nets,212.0,NO,57,57,232.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (99.6) | Brooklyn Nets hot (WARM)
2025-11-07,Toronto Raptors @ Atlanta Hawks,222.5,YES,95,95,206.0,False,LOSS,Elite offense (avg ORtg: 116.9) | Fast pace (101.6) | Both teams hot (HOT/HOT)
2025-11-07,Cleveland Cavaliers @ Washington Wizards,219.5,NO,55,55,263.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (102.5) | Good buffer (15.1 pts above minimum)
2025-11-07,Golden State Warriors @ Denver Nuggets,224.5,MAYBE,73,73,233.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (99.8) | Both teams neutral form
2025-11-07,Boston Celtics @ Orlando Magic,214.0,YES,82,82,233.0,True,WIN,Elite offense (avg ORtg: 116.2) | Above average pace (98.4) | Both teams hot (HOT/HOT)
2025-11-07,Oklahoma City Thunder @ Sacramento Kings,220.0,MAYBE,74,74,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-07,Boston Celtics @ Orlando Magic,214.0,YES,82,82,233.0,True,WIN,Elite offense (avg ORtg: 116.2) | Above average pace (98.4) | Both teams hot (HOT/HOT)
2025-11-07,Golden State Warriors @ Denver Nuggets,224.5,MAYBE,73,73,233.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (99.8) | Both teams neutral form
2025-11-07,Toronto Raptors @ Atlanta Hawks,222.5,YES,95,95,206.0,False,LOSS,Elite offense (avg ORtg: 116.9) | Fast pace (101.6) | Both teams hot (HOT/HOT)
2025-11-07,Detroit Pistons @ Brooklyn Nets,212.0,NO,57,57,232.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (99.6) | Brooklyn Nets hot (WARM)
2025-11-07,Houston Rockets @ San Antonio Spurs,229.0,MAYBE,74,74,231.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (98.4) | Houston Rockets hot (HOT)
2025-11-07,Dallas Mavericks @ Memphis Grizzlies,206.0,NO,57,57,222.0,True,SKIPPED,Fast pace (102.6) | Memphis Grizzlies hot (HOT) | Good buffer (15.1 pts above minimum)
2025-11-07,Charlotte Hornets @ Miami Heat,227.5,YES,87,87,234.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (102.5) | Charlotte Hornets hot (WARM)
2025-11-07,Chicago Bulls @ Milwaukee Bucks,222.0,YES,83,83,236.0,True,WIN,Elite offense (avg ORtg: 116.7) | Fast pace (101.2) | Both teams neutral form
2025-11-07,Utah Jazz @ Minnesota Timberwolves,222.0,YES,87,87,234.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.8) | Utah Jazz hot (HOT)
2025-11-07,Oklahoma City Thunder @ Sacramento Kings,220.0,MAYBE,74,74,233.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-07,Cleveland Cavaliers @ Washington Wizards,219.5,NO,55,55,263.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.0) | Fast pace (102.5) | Good buffer (15.1 pts above minimum)
2025-10-24,Atlanta Hawks @ Orlando Magic,218.0,YES,82,82,218.0,False,LOSS,Strong offense (avg ORtg: 115.0) | Fast pace (101.2) | Both teams hot (HOT/HOT)
2025-10-24,Milwaukee Bucks @ Toronto Raptors,224.0,YES,84,84,238.0,True,WIN,Elite offense (avg ORtg: 118.0) | Fast pace (100.8) | Toronto Raptors hot (HOT)
2025-10-24,Minnesota Timberwolves @ Los Angeles Lakers,222.0,MAYBE,75,75,238.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.0) | Good buffer (15.0 pts above minimum)
2025-10-24,Washington Wizards @ Dallas Mavericks,207.5,NO,45,45,224.0,True,SKIPPED,Fast pace (102.8) | Good buffer (15.2 pts above minimum) | Both teams rested (2+ days)
2025-10-24,Miami Heat @ Memphis Grizzlies,222.0,NO,67,67,260.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (104.0) | Memphis Grizzlies hot (HOT)
2025-10-24,San Antonio Spurs @ New Orleans Pelicans,212.0,NO,60,60,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Both teams neutral form
2025-10-24,Detroit Pistons @ Houston Rockets,228.5,MAYBE,77,77,226.0,False,SKIPPED,Elite offense (avg ORtg: 121.3) | Above average pace (99.2) | Houston Rockets hot (HOT)
2025-10-24,Boston Celtics @ New York Knicks,220.5,NO,67,67,200.0,False,SKIPPED,Elite offense (avg ORtg: 120.1) | Average pace (97.9) | Boston Celtics hot (HOT)
2025-10-24,Golden State Warriors @ Portland Trail Blazers,220.5,MAYBE,72,72,258.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.7) | Portland Trail Blazers hot (WARM)
2025-10-24,Utah Jazz @ Sacramento Kings,214.5,MAYBE,75,75,209.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Both teams hot (HOT/WARM)
2025-10-24,Cleveland Cavaliers @ Brooklyn Nets,215.0,MAYBE,77,77,255.0,True,SKIPPED,Strong offense (avg ORtg: 114.1) | Fast pace (100.3) | Brooklyn Nets hot (WARM)
2025-10-24,Phoenix Suns @ Los Angeles Clippers,215.0,NO,58,58,231.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Average pace (97.6) | Good buffer (15.0 pts above minimum)
2025-10-24,Atlanta Hawks @ Orlando Magic,218.0,YES,82,82,218.0,False,LOSS,Strong offense (avg ORtg: 115.0) | Fast pace (101.2) | Both teams hot (HOT/HOT)
2025-10-24,Cleveland Cavaliers @ Brooklyn Nets,215.0,MAYBE,77,77,255.0,True,SKIPPED,Strong offense (avg ORtg: 114.1) | Fast pace (100.3) | Brooklyn Nets hot (WARM)
2025-10-24,Milwaukee Bucks @ Toronto Raptors,224.0,YES,84,84,238.0,True,WIN,Elite offense (avg ORtg: 118.0) | Fast pace (100.8) | Toronto Raptors hot (HOT)
2025-10-24,Utah Jazz @ Sacramento Kings,214.5,MAYBE,75,75,209.0,False,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Both teams hot (HOT/WARM)
2025-10-24,Golden State Warriors @ Portland Trail Blazers,220.5,MAYBE,72,72,258.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.7) | Portland Trail Blazers hot (WARM)
2025-10-24,Minnesota Timberwolves @ Los Angeles Lakers,222.0,MAYBE,75,75,238.0,True,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.0) | Good buffer (15.0 pts above minimum)
2025-10-24,Phoenix Suns @ Los Angeles Clippers,215.0,NO,58,58,231.0,True,SKIPPED,Elite offense (avg ORtg: 116.3) | Average pace (97.6) | Good buffer (15.0 pts above minimum)
2025-10-24,Miami Heat @ Memphis Grizzlies,222.0,NO,67,67,260.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (104.0) | Memphis Grizzlies hot (HOT)
2025-10-24,San Antonio Spurs @ New Orleans Pelicans,212.0,NO,60,60,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Above average pace (98.4) | Both teams neutral form
2025-10-24,Detroit Pistons @ Houston Rockets,228.5,MAYBE,77,77,226.0,False,SKIPPED,Elite offense (avg ORtg: 121.3) | Above average pace (99.2) | Houston Rockets hot (HOT)
2025-10-24,Boston Celtics @ New York Knicks,220.5,NO,67,67,200.0,False,SKIPPED,Elite offense (avg ORtg: 120.1) | Average pace (97.9) | Boston Celtics hot (HOT)
2025-10-24,Washington Wizards @ Dallas Mavericks,207.5,NO,45,45,224.0,True,SKIPPED,Fast pace (102.8) | Good buffer (15.2 pts above minimum) | Both teams rested (2+ days)
2025-10-31,Boston Celtics @ Philadelphia 76ers,217.5,YES,85,85,217.0,False,LOSS,Elite offense (avg ORtg: 117.9) | Above average pace (98.1) | Both teams hot (HOT/HOT)
2025-10-31,Los Angeles Lakers @ Memphis Grizzlies,213.0,NO,67,67,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Fast pace (101.0) | Memphis Grizzlies hot (HOT)
2025-10-31,New Orleans Pelicans @ Los Angeles Clippers,205.0,NO,25,25,250.0,True,SKIPPED,Average pace (97.0) | Moderate buffer (14.9 pts above minimum) | Both teams rested (2+ days)
2025-10-31,Denver Nuggets @ Portland Trail Blazers,230.0,YES,87,87,216.0,False,LOSS,Elite offense (avg ORtg: 120.8) | Fast pace (101.1) | Portland Trail Blazers hot (WARM)
2025-10-31,Los Angeles Lakers @ Memphis Grizzlies,213.0,NO,67,67,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.1) | Fast pace (101.0) | Memphis Grizzlies hot (HOT)
2025-10-31,New York Knicks @ Chicago Bulls,225.5,YES,83,83,260.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (100.8) | Both teams neutral form
2025-10-31,Toronto Raptors @ Cleveland Cavaliers,226.5,YES,87,87,213.0,False,LOSS,Elite offense (avg ORtg: 118.2) | Fast pace (101.8) | Toronto Raptors hot (HOT)
2025-10-31,Atlanta Hawks @ Indiana Pacers,211.0,NO,62,62,236.0,True,SKIPPED,Fast pace (101.8) | Both teams hot (HOT/WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-31,New York Knicks @ Chicago Bulls,225.5,YES,83,83,260.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (100.8) | Both teams neutral form
2025-10-31,Denver Nuggets @ Portland Trail Blazers,230.0,YES,87,87,216.0,False,LOSS,Elite offense (avg ORtg: 120.8) | Fast pace (101.1) | Portland Trail Blazers hot (WARM)
2025-10-31,Toronto Raptors @ Cleveland Cavaliers,226.5,YES,87,87,213.0,False,LOSS,Elite offense (avg ORtg: 118.2) | Fast pace (101.8) | Toronto Raptors hot (HOT)
2025-10-31,Boston Celtics @ Philadelphia 76ers,217.5,YES,85,85,217.0,False,LOSS,Elite offense (avg ORtg: 117.9) | Above average pace (98.1) | Both teams hot (HOT/HOT)
2025-10-31,Atlanta Hawks @ Indiana Pacers,211.0,NO,62,62,236.0,True,SKIPPED,Fast pace (101.8) | Both teams hot (HOT/WARM) | Moderate buffer (14.8 pts above minimum)
2025-10-31,Utah Jazz @ Phoenix Suns,220.0,MAYBE,74,74,214.0,False,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-10-31,New Orleans Pelicans @ Los Angeles Clippers,205.0,NO,25,25,250.0,True,SKIPPED,Average pace (97.0) | Moderate buffer (14.9 pts above minimum) | Both teams rested (2+ days)
2025-10-31,Utah Jazz @ Phoenix Suns,220.0,MAYBE,74,74,214.0,False,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-11-10,Minnesota Timberwolves @ Utah Jazz,222.0,YES,82,82,233.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.8) | Utah Jazz hot (HOT)
2025-11-10,Milwaukee Bucks @ Dallas Mavericks,212.5,NO,40,40,230.0,True,SKIPPED,Fast pace (101.5) | Good buffer (15.1 pts above minimum) | Milwaukee Bucks on back-to-back
2025-11-10,New Orleans Pelicans @ Phoenix Suns,212.0,NO,60,60,219.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (98.2) | Both teams neutral form
2025-11-10,Minnesota Timberwolves @ Utah Jazz,222.0,YES,82,82,233.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.8) | Utah Jazz hot (HOT)
2025-11-10,Atlanta Hawks @ Los Angeles Clippers,213.5,NO,67,67,207.0,False,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (99.1) | Atlanta Hawks hot (HOT)
2025-11-10,Portland Trail Blazers @ Orlando Magic,221.5,YES,87,87,227.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (101.8) | Both teams hot (WARM/HOT)
2025-11-10,Milwaukee Bucks @ Dallas Mavericks,212.5,NO,40,40,230.0,True,SKIPPED,Fast pace (101.5) | Good buffer (15.1 pts above minimum) | Milwaukee Bucks on back-to-back
2025-11-10,Atlanta Hawks @ Los Angeles Clippers,213.5,NO,67,67,207.0,False,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (99.1) | Atlanta Hawks hot (HOT)
2025-11-10,San Antonio Spurs @ Chicago Bulls,222.0,YES,83,83,238.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.7) | Both teams neutral form
2025-11-10,Cleveland Cavaliers @ Miami Heat,231.5,MAYBE,72,72,278.0,True,SKIPPED,Elite offense (avg ORtg: 117.7) | Fast pace (103.9) | Moderate buffer (14.9 pts above minimum)
2025-11-10,New Orleans Pelicans @ Phoenix Suns,212.0,NO,60,60,219.0,True,SKIPPED,Strong offense (avg ORtg: 114.5) | Above average pace (98.2) | Both teams neutral form
2025-11-10,Los Angeles Lakers @ Charlotte Hornets,218.5,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.5) | Charlotte Hornets hot (WARM)
2025-11-10,Washington Wizards @ Detroit Pistons,216.5,NO,58,58,272.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.4) | Fast pace (101.8) | Both teams neutral form
2025-11-10,Portland Trail Blazers @ Orlando Magic,221.5,YES,87,87,227.0,True,WIN,Elite offense (avg ORtg: 116.1) | Fast pace (101.8) | Both teams hot (WARM/HOT)
2025-11-10,Cleveland Cavaliers @ Miami Heat,231.5,MAYBE,72,72,278.0,True,SKIPPED,Elite offense (avg ORtg: 117.7) | Fast pace (103.9) | Moderate buffer (14.9 pts above minimum)
2025-11-10,San Antonio Spurs @ Chicago Bulls,222.0,YES,83,83,238.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (100.7) | Both teams neutral form
2025-11-10,Los Angeles Lakers @ Charlotte Hornets,218.5,MAYBE,77,77,232.0,True,SKIPPED,Elite offense (avg ORtg: 116.8) | Above average pace (99.5) | Charlotte Hornets hot (WARM)
2025-11-10,Washington Wizards @ Detroit Pistons,216.5,NO,58,58,272.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.4) | Fast pace (101.8) | Both teams neutral form
2025-11-17,Indiana Pacers @ Detroit Pistons,212.0,NO,54,54,239.0,True,SKIPPED,Fast pace (101.3) | Indiana Pacers hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Dallas Mavericks @ Minnesota Timberwolves,215.0,NO,47,47,216.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Los Angeles Clippers @ Philadelphia 76ers,216.0,NO,69,69,218.0,True,SKIPPED,Elite offense (avg ORtg: 116.0) | Above average pace (98.2) | Philadelphia 76ers hot (HOT)
2025-11-17,Milwaukee Bucks @ Cleveland Cavaliers,224.5,MAYBE,75,75,224.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Good buffer (15.0 pts above minimum)
2025-11-17,Charlotte Hornets @ Toronto Raptors,222.5,YES,95,95,218.0,False,LOSS,Elite offense (avg ORtg: 117.8) | Fast pace (100.5) | Both teams hot (WARM/HOT)
2025-11-17,New York Knicks @ Miami Heat,232.5,MAYBE,72,72,228.0,False,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Indiana Pacers @ Detroit Pistons,212.0,NO,54,54,239.0,True,SKIPPED,Fast pace (101.3) | Indiana Pacers hot (WARM) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Los Angeles Clippers @ Philadelphia 76ers,216.0,NO,69,69,218.0,True,SKIPPED,Elite offense (avg ORtg: 116.0) | Above average pace (98.2) | Philadelphia 76ers hot (HOT)
2025-11-17,New York Knicks @ Miami Heat,232.5,MAYBE,72,72,228.0,False,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (102.5) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Charlotte Hornets @ Toronto Raptors,222.5,YES,95,95,218.0,False,LOSS,Elite offense (avg ORtg: 117.8) | Fast pace (100.5) | Both teams hot (WARM/HOT)
2025-11-17,Dallas Mavericks @ Minnesota Timberwolves,215.0,NO,47,47,216.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (101.7) | Moderate buffer (14.9 pts above minimum)
2025-11-17,Oklahoma City Thunder @ New Orleans Pelicans,215.0,NO,50,50,235.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.0 pts above minimum)
2025-11-17,Oklahoma City Thunder @ New Orleans Pelicans,215.0,NO,50,50,235.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Above average pace (98.3) | Good buffer (15.0 pts above minimum)
2025-11-17,Milwaukee Bucks @ Cleveland Cavaliers,224.5,MAYBE,75,75,224.0,False,SKIPPED,Elite offense (avg ORtg: 117.3) | Fast pace (101.3) | Good buffer (15.0 pts above minimum)
2025-11-17,Chicago Bulls @ Denver Nuggets,228.0,MAYBE,78,78,257.0,True,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (100.7) | Both teams neutral form
2025-11-17,Chicago Bulls @ Denver Nuggets,228.0,MAYBE,78,78,257.0,True,SKIPPED,Elite offense (avg ORtg: 120.2) | Fast pace (100.7) | Both teams neutral form
2025-11-03,Dallas Mavericks @ Houston Rockets,219.5,MAYBE,77,77,212.0,False,SKIPPED,Strong offense (avg ORtg: 115.4) | Fast pace (100.2) | Houston Rockets hot (HOT)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,215.0,NO,62,62,220.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (101.6) | Memphis Grizzlies hot (HOT)
2025-11-03,Dallas Mavericks @ Houston Rockets,219.5,MAYBE,77,77,212.0,False,SKIPPED,Strong offense (avg ORtg: 115.4) | Fast pace (100.2) | Houston Rockets hot (HOT)
2025-11-03,Washington Wizards @ New York Knicks,220.5,NO,68,68,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.2) | Both teams neutral form
2025-11-03,Utah Jazz @ Boston Celtics,214.5,MAYBE,70,70,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Above average pace (98.6) | Both teams hot (HOT/HOT)
2025-11-03,Milwaukee Bucks @ Indiana Pacers,212.0,NO,57,57,232.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.5,NO,62,62,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.5) | Brooklyn Nets hot (WARM)
2025-11-03,Minnesota Timberwolves @ Brooklyn Nets,214.5,NO,62,62,234.0,True,SKIPPED,Strong offense (avg ORtg: 115.3) | Above average pace (99.5) | Brooklyn Nets hot (WARM)
2025-11-03,Miami Heat @ Los Angeles Clippers,222.0,NO,57,57,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.0) | Moderate buffer (14.8 pts above minimum)
2025-11-03,Sacramento Kings @ Denver Nuggets,222.5,YES,87,87,254.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-03,Detroit Pistons @ Memphis Grizzlies,215.0,NO,62,62,220.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (101.6) | Memphis Grizzlies hot (HOT)
2025-11-03,Sacramento Kings @ Denver Nuggets,222.5,YES,87,87,254.0,True,WIN,Elite offense (avg ORtg: 117.3) | Fast pace (100.8) | Sacramento Kings hot (WARM)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,222.0,MAYBE,79,79,238.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-11-03,Los Angeles Lakers @ Portland Trail Blazers,222.0,MAYBE,79,79,238.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-11-03,Milwaukee Bucks @ Indiana Pacers,212.0,NO,57,57,232.0,True,SKIPPED,Fast pace (101.0) | Indiana Pacers hot (WARM) | Good buffer (15.1 pts above minimum)
2025-11-03,Utah Jazz @ Boston Celtics,214.5,MAYBE,70,70,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.9) | Above average pace (98.6) | Both teams hot (HOT/HOT)
2025-11-03,Washington Wizards @ New York Knicks,220.5,NO,68,68,221.0,True,SKIPPED,Strong offense (avg ORtg: 115.5) | Fast pace (101.2) | Both teams neutral form
2025-11-03,Miami Heat @ Los Angeles Clippers,222.0,NO,57,57,239.0,True,SKIPPED,Strong offense (avg ORtg: 115.8) | Fast pace (101.0) | Moderate buffer (14.8 pts above minimum)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,216.0,NO,37,37,195.0,False,SKIPPED,Fast pace (100.9) | Moderate buffer (14.8 pts above minimum) | Dallas Mavericks on back-to-back
2025-10-27,Denver Nuggets @ Minnesota Timberwolves,230.0,NO,60,60,241.0,True,SKIPPED,Elite offense (avg ORtg: 122.2) | Above average pace (99.9) | Good buffer (15.1 pts above minimum)
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,74,74,272.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-10-27,Cleveland Cavaliers @ Detroit Pistons,224.5,NO,62,62,211.0,False,SKIPPED,Elite offense (avg ORtg: 116.9) | Fast pace (101.5) | Moderate buffer (14.8 pts above minimum)
2025-10-27,Oklahoma City Thunder @ Dallas Mavericks,216.0,NO,37,37,195.0,False,SKIPPED,Fast pace (100.9) | Moderate buffer (14.8 pts above minimum) | Dallas Mavericks on back-to-back
2025-10-27,Phoenix Suns @ Utah Jazz,220.0,MAYBE,74,74,272.0,True,SKIPPED,Elite offense (avg ORtg: 116.7) | Above average pace (99.8) | Utah Jazz hot (HOT)
2025-10-27,Memphis Grizzlies @ Golden State Warriors,212.0,NO,57,57,249.0,True,SKIPPED,Fast pace (101.4) | Memphis Grizzlies hot (HOT) | Good buffer (15.0 pts above minimum)
2025-10-27,Portland Trail Blazers @ Los Angeles Lakers,222.0,MAYBE,74,74,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.1) | Fast pace (101.2) | Portland Trail Blazers hot (WARM)
2025-10-27,Toronto Raptors @ San Antonio Spurs,224.0,MAYBE,74,74,224.0,False,SKIPPED,Elite offense (avg ORtg: 118.5) | Fast pace (100.3) | Toronto Raptors hot (HOT)
2025-10-27,Orlando Magic @ Philadelphia 76ers,220.0,YES,95,95,260.0,True,WIN,Elite offense (avg ORtg: 116.6) | Fast pace (100.2) | Both teams hot (HOT/HOT)
2025-10-27,Atlanta Hawks @ Chicago Bulls,220.5,MAYBE,77,77,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.6) | Fast pace (101.9) | Atlanta Hawks hot (HOT)
