date,game,minimum,prediction,confidence,score,actual_total,went_over,result,reasoning
2025-10-30,Orlando Magic @ Charlotte Hornets,219.0,YES,82,82,230.0,True,WIN,Elite offense (avg ORtg: 116.0) | Fast pace (100.9) | Charlotte Hornets hot (WARM)
2025-11-04,Orlando Magic @ Atlanta Hawks,215.0,NO,67,67,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 114.0) | Fast pace (101.0) | Atlanta Hawks hot (HOT)
2025-11-04,Milwaukee Bucks @ Toronto Raptors,224.0,MAYBE,79,79,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (101.7) | Toronto Raptors hot (HOT)
2025-11-04,Orlando Magic @ Atlanta Hawks,215.0,NO,67,67,239.0,True,SKIPPED,Above-avg offense (avg ORtg: 114.0) | Fast pace (101.0) | Atlanta Hawks hot (HOT)
2025-11-04,Philadelphia 76ers @ Chicago Bulls,226.5,YES,87,87,224.0,False,LOSS,Elite offense (avg ORtg: 118.5) | Fast pace (101.4) | Philadelphia 76ers hot (WARM)
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,211.0,NO,57,57,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-04,Phoenix Suns @ Golden State Warriors,217.5,NO,63,63,225.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.4) | Both teams neutral form
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,216.5,NO,50,50,233.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Average pace (97.3) | Moderate buffer (14.8 pts above minimum)
2025-11-04,Oklahoma City Thunder @ Los Angeles Clippers,216.5,NO,50,50,233.0,True,SKIPPED,Elite offense (avg ORtg: 116.5) | Average pace (97.3) | Moderate buffer (14.8 pts above minimum)
2025-11-04,Phoenix Suns @ Golden State Warriors,217.5,NO,63,63,225.0,True,SKIPPED,Strong offense (avg ORtg: 116.0) | Above average pace (99.4) | Both teams neutral form
2025-11-04,Charlotte Hornets @ New Orleans Pelicans,211.0,NO,57,57,228.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Above average pace (99.2) | Charlotte Hornets hot (WARM)
2025-11-04,Philadelphia 76ers @ Chicago Bulls,226.5,YES,87,87,224.0,False,LOSS,Elite offense (avg ORtg: 118.5) | Fast pace (101.4) | Philadelphia 76ers hot (WARM)
2025-11-04,Milwaukee Bucks @ Toronto Raptors,224.0,MAYBE,79,79,228.0,True,SKIPPED,Elite offense (avg ORtg: 117.4) | Fast pace (101.7) | Toronto Raptors hot (HOT)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,219.0,MAYBE,73,73,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.6) | Above average pace (99.9) | Both teams neutral form
2025-10-21,Houston Rockets @ Oklahoma City Thunder,230.0,MAYBE,77,77,249.0,True,SKIPPED,Elite offense (avg ORtg: 121.1) | Above average pace (98.2) | Houston Rockets hot (HOT)
2025-10-21,Golden State Warriors @ Los Angeles Lakers,219.0,MAYBE,73,73,228.0,True,SKIPPED,Elite offense (avg ORtg: 116.6) | Above average pace (99.9) | Both teams neutral form
2025-10-21,Houston Rockets @ Oklahoma City Thunder,230.0,MAYBE,77,77,249.0,True,SKIPPED,Elite offense (avg ORtg: 121.1) | Above average pace (98.2) | Houston Rockets hot (HOT)
2025-10-28,Philadelphia 76ers @ Washington Wizards,221.0,YES,80,80,273.0,True,WIN,Strong offense (avg ORtg: 114.0) | Fast pace (102.2) | Both teams hot (WARM/HOT)
2025-10-28,Charlotte Hornets @ Miami Heat,228.5,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (103.1) | Charlotte Hornets hot (WARM)
2025-10-28,New York Knicks @ Milwaukee Bucks,225.0,MAYBE,73,73,232.0,True,SKIPPED,Elite offense (avg ORtg: 120.3) | Above average pace (99.9) | Both teams neutral form
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,222.5,NO,60,60,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (100.8) | Good buffer (15.2 pts above minimum)
2025-10-28,Los Angeles Clippers @ Golden State Warriors,210.0,NO,40,40,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.3) | Average pace (97.8) | Moderate buffer (14.8 pts above minimum)
2025-10-28,Los Angeles Clippers @ Golden State Warriors,210.0,NO,40,40,177.0,False,SKIPPED,Strong offense (avg ORtg: 114.3) | Average pace (97.8) | Moderate buffer (14.8 pts above minimum)
2025-10-28,Sacramento Kings @ Oklahoma City Thunder,222.5,NO,60,60,208.0,False,SKIPPED,Strong offense (avg ORtg: 115.7) | Fast pace (100.8) | Good buffer (15.2 pts above minimum)
2025-10-28,New York Knicks @ Milwaukee Bucks,225.0,MAYBE,73,73,232.0,True,SKIPPED,Elite offense (avg ORtg: 120.3) | Above average pace (99.9) | Both teams neutral form
2025-10-28,Philadelphia 76ers @ Washington Wizards,221.0,YES,80,80,273.0,True,WIN,Strong offense (avg ORtg: 114.0) | Fast pace (102.2) | Both teams hot (WARM/HOT)
2025-10-28,Charlotte Hornets @ Miami Heat,228.5,YES,87,87,261.0,True,WIN,Elite offense (avg ORtg: 117.7) | Fast pace (103.1) | Charlotte Hornets hot (WARM)
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,222.5,MAYBE,70,70,234.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (99.3) | Both teams neutral form
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,229.5,YES,82,82,253.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (101.5) | Philadelphia 76ers hot (WARM)
2025-11-05,Utah Jazz @ Detroit Pistons,215.0,NO,67,67,217.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (100.3) | Utah Jazz hot (HOT)
2025-11-05,Brooklyn Nets @ Indiana Pacers,202.5,NO,65,65,215.0,True,SKIPPED,Fast pace (100.5) | Both teams hot (WARM/HOT) | Good buffer (15.1 pts above minimum)
2025-11-05,Washington Wizards @ Boston Celtics,211.5,MAYBE,72,72,243.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (100.1) | Both teams hot (HOT/HOT)
2025-11-05,Houston Rockets @ Memphis Grizzlies,221.5,YES,85,85,233.0,True,WIN,Elite offense (avg ORtg: 117.2) | Above average pace (99.8) | Both teams hot (HOT/WARM)
2025-11-05,San Antonio Spurs @ Los Angeles Lakers,222.5,MAYBE,70,70,234.0,True,SKIPPED,Elite offense (avg ORtg: 119.0) | Above average pace (99.3) | Both teams neutral form
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,200.0,NO,40,40,200.0,False,SKIPPED,Fast pace (100.2) | Good buffer (15.2 pts above minimum) | New Orleans Pelicans on back-to-back
2025-11-05,Miami Heat @ Denver Nuggets,234.5,YES,83,83,234.0,False,LOSS,Elite offense (avg ORtg: 120.2) | Fast pace (102.8) | Both teams neutral form
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,228.0,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (101.8) | Portland Trail Blazers hot (WARM)
2025-11-05,Golden State Warriors @ Sacramento Kings,216.0,NO,58,58,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (101.3) | Both teams neutral form
2025-11-05,Golden State Warriors @ Sacramento Kings,216.0,NO,58,58,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.6) | Fast pace (101.3) | Both teams neutral form
2025-11-05,Minnesota Timberwolves @ New York Knicks,227.0,NO,62,62,251.0,True,SKIPPED,Elite offense (avg ORtg: 121.9) | Above average pace (99.2) | Moderate buffer (14.8 pts above minimum)
2025-11-05,Miami Heat @ Denver Nuggets,234.5,YES,83,83,234.0,False,LOSS,Elite offense (avg ORtg: 120.2) | Fast pace (102.8) | Both teams neutral form
2025-11-05,Minnesota Timberwolves @ New York Knicks,227.0,NO,62,62,251.0,True,SKIPPED,Elite offense (avg ORtg: 121.9) | Above average pace (99.2) | Moderate buffer (14.8 pts above minimum)
2025-11-05,Houston Rockets @ Memphis Grizzlies,221.5,YES,85,85,233.0,True,WIN,Elite offense (avg ORtg: 117.2) | Above average pace (99.8) | Both teams hot (HOT/WARM)
2025-11-05,Oklahoma City Thunder @ Portland Trail Blazers,228.0,YES,82,82,240.0,True,WIN,Elite offense (avg ORtg: 117.2) | Fast pace (101.8) | Portland Trail Blazers hot (WARM)
2025-11-05,Washington Wizards @ Boston Celtics,211.5,MAYBE,72,72,243.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Fast pace (100.1) | Both teams hot (HOT/HOT)
2025-11-05,Brooklyn Nets @ Indiana Pacers,202.5,NO,65,65,215.0,True,SKIPPED,Fast pace (100.5) | Both teams hot (WARM/HOT) | Good buffer (15.1 pts above minimum)
2025-11-05,Utah Jazz @ Detroit Pistons,215.0,NO,67,67,217.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.5) | Fast pace (100.3) | Utah Jazz hot (HOT)
2025-11-05,Philadelphia 76ers @ Cleveland Cavaliers,229.5,YES,82,82,253.0,True,WIN,Elite offense (avg ORtg: 119.4) | Fast pace (101.5) | Philadelphia 76ers hot (WARM)
2025-11-05,New Orleans Pelicans @ Dallas Mavericks,200.0,NO,40,40,200.0,False,SKIPPED,Fast pace (100.2) | Good buffer (15.2 pts above minimum) | New Orleans Pelicans on back-to-back
2025-10-22,Sacramento Kings @ Phoenix Suns,217.0,MAYBE,73,73,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.7) | Both teams neutral form
2025-10-22,Minnesota Timberwolves @ Portland Trail Blazers,227.0,YES,84,84,232.0,True,WIN,Elite offense (avg ORtg: 118.2) | Fast pace (102.3) | Portland Trail Blazers hot (WARM)
2025-10-22,San Antonio Spurs @ Dallas Mavericks,211.5,NO,45,45,217.0,True,SKIPPED,Fast pace (100.8) | Good buffer (15.0 pts above minimum) | Both teams rested (99+ days)
2025-10-22,Brooklyn Nets @ Charlotte Hornets,213.0,MAYBE,75,75,253.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (99.8) | Both teams hot (WARM/WARM)
2025-10-22,Cleveland Cavaliers @ New York Knicks,228.0,MAYBE,72,72,230.0,True,SKIPPED,Elite offense (avg ORtg: 120.8) | Fast pace (100.1) | Moderate buffer (14.9 pts above minimum)
2025-10-22,Toronto Raptors @ Atlanta Hawks,218.5,YES,85,85,256.0,True,WIN,Strong offense (avg ORtg: 115.2) | Fast pace (101.3) | Both teams hot (HOT/HOT)
2025-10-22,Miami Heat @ Orlando Magic,226.5,YES,80,80,246.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (103.4) | Both teams neutral form
2025-10-22,Philadelphia 76ers @ Boston Celtics,220.0,YES,85,85,233.0,True,WIN,Elite offense (avg ORtg: 118.4) | Above average pace (98.8) | Both teams hot (WARM/HOT)
2025-10-22,Detroit Pistons @ Chicago Bulls,222.0,YES,83,83,226.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (101.3) | Both teams neutral form
2025-10-22,Washington Wizards @ Milwaukee Bucks,218.0,NO,67,67,253.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (102.5) | Washington Wizards hot (HOT)
2025-10-22,New Orleans Pelicans @ Memphis Grizzlies,206.5,NO,47,47,250.0,True,SKIPPED,Above average pace (100.0) | Memphis Grizzlies hot (WARM) | Good buffer (15.2 pts above minimum)
2025-10-22,Los Angeles Clippers @ Utah Jazz,206.0,NO,50,50,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Average pace (97.8) | Utah Jazz hot (HOT)
2025-10-22,Sacramento Kings @ Phoenix Suns,217.0,MAYBE,73,73,236.0,True,SKIPPED,Strong offense (avg ORtg: 114.8) | Fast pace (100.7) | Both teams neutral form
2025-10-22,Miami Heat @ Orlando Magic,226.5,YES,80,80,246.0,True,WIN,Elite offense (avg ORtg: 116.2) | Fast pace (103.4) | Both teams neutral form
2025-10-22,New Orleans Pelicans @ Memphis Grizzlies,206.5,NO,47,47,250.0,True,SKIPPED,Above average pace (100.0) | Memphis Grizzlies hot (WARM) | Good buffer (15.2 pts above minimum)
2025-10-22,Cleveland Cavaliers @ New York Knicks,228.0,MAYBE,72,72,230.0,True,SKIPPED,Elite offense (avg ORtg: 120.8) | Fast pace (100.1) | Moderate buffer (14.9 pts above minimum)
2025-10-22,Brooklyn Nets @ Charlotte Hornets,213.0,MAYBE,75,75,253.0,True,SKIPPED,Strong offense (avg ORtg: 114.3) | Above average pace (99.8) | Both teams hot (WARM/WARM)
2025-10-22,Philadelphia 76ers @ Boston Celtics,220.0,YES,85,85,233.0,True,WIN,Elite offense (avg ORtg: 118.4) | Above average pace (98.8) | Both teams hot (WARM/HOT)
2025-10-22,Toronto Raptors @ Atlanta Hawks,218.5,YES,85,85,256.0,True,WIN,Strong offense (avg ORtg: 115.2) | Fast pace (101.3) | Both teams hot (HOT/HOT)
2025-10-22,Detroit Pistons @ Chicago Bulls,222.0,YES,83,83,226.0,True,WIN,Elite offense (avg ORtg: 116.5) | Fast pace (101.3) | Both teams neutral form
2025-10-22,Washington Wizards @ Milwaukee Bucks,218.0,NO,67,67,253.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.8) | Fast pace (102.5) | Washington Wizards hot (HOT)
2025-10-22,Minnesota Timberwolves @ Portland Trail Blazers,227.0,YES,84,84,232.0,True,WIN,Elite offense (avg ORtg: 118.2) | Fast pace (102.3) | Portland Trail Blazers hot (WARM)
2025-10-22,San Antonio Spurs @ Dallas Mavericks,211.5,NO,45,45,217.0,True,SKIPPED,Fast pace (100.8) | Good buffer (15.0 pts above minimum) | Both teams rested (99+ days)
2025-10-22,Los Angeles Clippers @ Utah Jazz,206.0,NO,50,50,237.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.5) | Average pace (97.8) | Utah Jazz hot (HOT)
2025-10-29,Sacramento Kings @ Chicago Bulls,219.5,NO,68,68,239.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (102.2) | Both teams neutral form
2025-10-29,Atlanta Hawks @ Brooklyn Nets,209.5,NO,62,62,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Above average pace (99.9) | Both teams hot (HOT/WARM)
2025-10-29,Orlando Magic @ Detroit Pistons,219.0,MAYBE,70,70,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.0) | Both teams neutral form
2025-10-29,Cleveland Cavaliers @ Boston Celtics,220.0,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.7) | Above average pace (99.3) | Boston Celtics hot (HOT)
2025-10-29,Houston Rockets @ Toronto Raptors,227.0,YES,85,85,260.0,True,WIN,Elite offense (avg ORtg: 120.2) | Above average pace (99.6) | Both teams hot (HOT/HOT)
2025-10-29,Indiana Pacers @ Dallas Mavericks,200.0,NO,54,54,212.0,True,SKIPPED,Fast pace (102.3) | Indiana Pacers hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-10-29,Portland Trail Blazers @ Utah Jazz,218.0,MAYBE,72,72,270.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Fast pace (102.2) | Both teams hot (WARM/HOT)
2025-10-29,Orlando Magic @ Detroit Pistons,219.0,MAYBE,70,70,251.0,True,SKIPPED,Strong offense (avg ORtg: 115.2) | Fast pace (101.0) | Both teams neutral form
2025-10-29,Houston Rockets @ Toronto Raptors,227.0,YES,85,85,260.0,True,WIN,Elite offense (avg ORtg: 120.2) | Above average pace (99.6) | Both teams hot (HOT/HOT)
2025-10-29,Cleveland Cavaliers @ Boston Celtics,220.0,MAYBE,77,77,230.0,True,SKIPPED,Elite offense (avg ORtg: 117.7) | Above average pace (99.3) | Boston Celtics hot (HOT)
2025-10-29,Memphis Grizzlies @ Phoenix Suns,215.5,MAYBE,77,77,227.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.5) | Memphis Grizzlies hot (WARM)
2025-10-29,Memphis Grizzlies @ Phoenix Suns,215.5,MAYBE,77,77,227.0,True,SKIPPED,Strong offense (avg ORtg: 114.2) | Fast pace (100.5) | Memphis Grizzlies hot (WARM)
2025-10-29,Los Angeles Lakers @ Minnesota Timberwolves,224.5,NO,62,62,231.0,True,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (100.0) | Moderate buffer (14.8 pts above minimum)
2025-10-29,New Orleans Pelicans @ Denver Nuggets,217.0,MAYBE,73,73,210.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Above average pace (98.9) | Both teams neutral form
2025-10-29,Portland Trail Blazers @ Utah Jazz,218.0,MAYBE,72,72,270.0,True,SKIPPED,Above-avg offense (avg ORtg: 113.2) | Fast pace (102.2) | Both teams hot (WARM/HOT)
2025-10-29,Indiana Pacers @ Dallas Mavericks,200.0,NO,54,54,212.0,True,SKIPPED,Fast pace (102.3) | Indiana Pacers hot (HOT) | Moderate buffer (14.8 pts above minimum)
2025-10-29,Sacramento Kings @ Chicago Bulls,219.5,NO,68,68,239.0,True,SKIPPED,Strong offense (avg ORtg: 114.7) | Fast pace (102.2) | Both teams neutral form
2025-10-29,Atlanta Hawks @ Brooklyn Nets,209.5,NO,62,62,229.0,True,SKIPPED,Above-avg offense (avg ORtg: 112.3) | Above average pace (99.9) | Both teams hot (HOT/WARM)
2025-10-29,New Orleans Pelicans @ Denver Nuggets,217.0,MAYBE,73,73,210.0,False,SKIPPED,Elite offense (avg ORtg: 116.1) | Above average pace (98.9) | Both teams neutral form
2025-10-29,Los Angeles Lakers @ Minnesota Timberwolves,224.5,NO,62,62,231.0,True,SKIPPED,Elite offense (avg ORtg: 119.8) | Above average pace (100.0) | Moderate buffer (14.8 pts above minimum)
